,Unnamed: 0,offer_type,person,time,difficulty,duration,reward,web,email,mobile,social,bogo,discount,informational,age,income,member_date_int,F,M,typical_spending_m1,num_offers,spending_during_offer,preds
5250,23608,bogo,56a30c95a6cf4950b5dcade44b0b5dac,168,10,7,10,0,1,1,1,1,0,0,49,72000.0,1740,0,1,0.15952173913043474,3,0.0,1.0981455
5251,23614,informational,8a9802d7d16a4e4f90aaf35cb40998d5,168,0,3,0,0,1,1,1,0,0,1,68,37000.0,1307,0,1,0.14676511954992968,1,14.71,3.4887397
5252,23616,bogo,6f9d1182f4054f4f871064b42a2d7f29,168,5,7,5,1,1,1,0,1,0,0,60,32000.0,253,0,1,0.07615942028985508,4,0.0,1.0632608
5253,23617,bogo,6ce10f73aa954c7e8211f4fbce7606b6,168,10,5,10,1,1,1,1,1,0,0,63,50000.0,1725,0,1,0.026699576868829338,1,0.0,-0.12362182
5254,23618,informational,96ae94b7eb5e404bbe7a5fe07a7d7035,168,0,3,0,0,1,1,1,0,0,1,38,34000.0,869,0,1,0.2512536023054755,3,9.38,2.1703296
5255,23622,discount,2f657abf30dd4b039f3c492dc61b19af,168,7,7,3,1,1,1,1,0,1,0,59,44000.0,1045,0,1,0.2494285714285715,2,28.37,6.29715
5256,23628,discount,69519c33ae124ef9bb84135555a33452,168,10,10,2,1,1,1,1,0,1,0,65,80000.0,1122,1,0,0.4925142045454545,1,0.0,5.7799554
5257,23632,bogo,15dd8bf6064e4a67a0693496cde0c4bc,168,10,7,10,0,1,1,1,1,0,0,36,36000.0,734,1,0,0.07577086280056575,1,0.0,2.1154418
5258,23635,bogo,e18b89d585fb495caf439dae566a4d5e,168,10,5,10,1,1,1,1,1,0,0,21,39000.0,1477,0,1,0.015867418899858956,1,0.0,0.32659334
5259,23639,bogo,00b5fb9d842d437e83033ad9e36f7148,168,5,7,5,1,1,1,0,1,0,0,118,65405.0,1643,0,0,0.011057142857142856,2,0.0,0.20909396
5260,23643,discount,9871954394374da0b9ba43f7b591bb98,168,7,7,3,1,1,1,1,0,1,0,71,32000.0,1091,1,0,0.2039167862266857,2,3.17,3.652725
5261,23644,bogo,8a7df45d2a2c472aaba9c652d1b8c65d,168,10,5,10,1,1,1,1,1,0,0,38,75000.0,1512,1,0,0.2374929178470255,2,0.0,1.0913529
5262,23657,bogo,a8dd247323774908ba7e9fdb3cf7cfec,168,10,5,10,1,1,1,1,1,0,0,63,36000.0,1645,1,0,0.032595204513399145,1,1.07,-0.1667338
5263,23660,discount,75c6aaed068b47968b4916342184b0dd,168,10,10,2,1,1,1,1,0,1,0,22,61000.0,1671,1,0,0.007002881844380404,2,0.0,0.72927326
5264,23663,discount,e744b0bba57b4eca9247d37aa2bc932b,168,7,7,3,1,1,1,1,0,1,0,52,106000.0,1591,0,1,0.4018953323903819,1,28.89,4.8648205
5265,23672,bogo,498e3d2746644f029c11d302ec235750,168,5,7,5,1,1,1,0,1,0,0,54,76000.0,1266,0,1,0.20096181046676093,1,0.0,4.4706335
5266,23677,bogo,93077c7318f146de9d2e7ad3961ad6e1,168,10,7,10,0,1,1,1,1,0,0,36,51000.0,1474,0,1,0.035341880341880336,2,0.0,1.02419
5267,23685,bogo,92543022e84a4f139ad79011c7f182ad,168,10,5,10,1,1,1,1,1,0,0,66,60000.0,761,1,0,0.1791988555078684,2,0.0,2.8723238
5268,23687,informational,6f4dce8dbb044c0eb773d40fb2604bc3,168,0,3,0,0,1,1,1,0,0,1,35,31000.0,1737,1,0,0.080084388185654,1,0.0,0.26914698
5269,23690,bogo,db4f24b100724117a4a9166e94308f05,168,5,7,5,1,1,1,0,1,0,0,74,114000.0,1179,0,1,0.5776,2,0.0,3.01422
5270,23691,discount,7416cb5cf81143469b26c7638388b634,168,10,10,2,1,1,1,1,0,1,0,118,65405.0,1619,0,0,0.011095100864553314,3,0.0,0.01563853
5271,23698,discount,15e8cabbde0f40228658245d340af15d,168,10,10,2,1,1,1,1,0,1,0,54,88000.0,972,1,0,0.2086311239193084,2,18.14,4.4268575
5272,23700,discount,6beb1072bbd5438c83dd0bde66d7261d,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1799,0,0,0.006140602582496413,3,0.0,-0.02934736
5273,23703,bogo,f420b079ba0e4ba688dadfa617332fea,168,5,7,5,1,1,1,0,1,0,0,86,67000.0,1800,1,0,0.06323741007194245,3,0.0,0.3970797
5274,23707,discount,747f706b685144b29bbc8a0f209432ec,168,7,7,3,1,1,1,1,0,1,0,79,77000.0,1164,0,1,0.3312142857142857,2,0.0,4.8893647
5275,23717,bogo,460d98ce023d4352b296a8c348b16af8,168,5,7,5,1,1,1,0,1,0,0,34,34000.0,568,1,0,0.08140028288543141,1,0.0,1.4490775
5276,23723,discount,2b42d0e8b0d844dcb07920dffe764bc8,168,7,7,3,1,1,1,1,0,1,0,67,39000.0,1762,0,1,0.014347202295552369,3,0.0,0.03025943
5277,23725,bogo,fce53ca9a0964a2fa0a2e9fcd1015a00,168,10,7,10,0,1,1,1,1,0,0,65,48000.0,1786,1,0,0.11329545454545455,2,0.0,1.2767546
5278,23731,discount,23546fb2449845b6b5a09bd9d33e900c,168,10,7,2,1,1,1,0,0,1,0,19,58000.0,1545,1,0,0.10694483734087694,1,0.0,1.5085411
5279,23733,bogo,8ee581b9251e4000923afc441415b4a0,168,10,7,10,0,1,1,1,1,0,0,51,66000.0,1560,0,1,0.040242857142857136,2,0.0,1.2558196
5280,23734,bogo,b899d2bae701494d9a63a5294981709e,168,10,7,10,0,1,1,1,1,0,0,73,32000.0,1625,0,1,0.04626420454545454,2,0.0,0.5531573
5281,23736,bogo,ec43b3b9502f4142949ba5f1d37aad62,168,10,7,10,0,1,1,1,1,0,0,118,65405.0,1610,0,0,0.03816239316239317,2,2.52,0.3120492
5282,23738,bogo,af8f99d284ae4639bac4af60f085caef,168,10,5,10,1,1,1,1,1,0,0,77,79000.0,1677,0,1,0.04392101551480959,1,0.0,0.24623579
5283,23739,bogo,22f1d005e7b34b7090e466729781f8db,168,5,5,5,1,1,1,1,1,0,0,118,65405.0,1474,0,0,0.004515669515669516,2,0.0,0.040751547
5284,23740,bogo,b2daf4ff73cc4791b6ae6d9c41223b69,168,10,5,10,1,1,1,1,1,0,0,85,65000.0,1193,0,0,0.1168051575931232,3,0.0,1.3607367
5285,23743,bogo,2cf11dc12eb14bec91363b1a67807206,168,10,5,10,1,1,1,1,1,0,0,52,55000.0,960,1,0,0.1686894586894587,2,0.0,2.4003134
5286,23744,bogo,bf53544c639d4f098e89adf4643f9d73,168,5,7,5,1,1,1,0,1,0,0,52,80000.0,1546,0,1,0.1043019943019943,2,0.0,1.7946864
5287,23746,informational,dc224c4d8c4d43fdbb046fcbc2ec565b,168,0,3,0,0,1,1,1,0,0,1,44,70000.0,1578,0,1,0.04089871611982882,3,0.0,0.41274232
5288,23747,bogo,1d26d16100774ea88008e8c26eb655cf,168,10,7,10,0,1,1,1,1,0,0,45,54000.0,1430,0,1,0.13415954415954418,2,0.21,3.789861
5289,23768,discount,0632e74a24484c819d06eb086298c406,168,10,7,2,1,1,1,0,0,1,0,52,72000.0,1597,0,1,0.16872675250357652,3,0.0,1.2784209
5290,23769,bogo,d438aaa243964d3eaf0d1f03d041c269,168,10,7,10,0,1,1,1,1,0,0,44,37000.0,1613,0,1,0.0246011396011396,2,0.0,0.5776987
5291,23770,bogo,93afa7690b4545beaa80d6137191a204,168,5,7,5,1,1,1,0,1,0,0,57,71000.0,827,1,0,0.2567591240875912,5,0.0,4.0355053
5292,23779,bogo,d81ed5c788bd49ec803bec849c64dbba,168,5,5,5,1,1,1,1,1,0,0,78,113000.0,1169,1,0,0.20732193732193727,2,0.0,0.89828336
5293,23780,discount,8d7c5413f98d405e88fd4f35cb705780,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,774,0,0,0.02611032531824611,1,0.0,0.52505696
5294,23788,discount,027c18923c0146e58ccd615f6a62d82f,168,10,7,2,1,1,1,0,0,1,0,50,73000.0,543,0,1,0.03472418670438473,1,0.0,0.6069856
5295,23789,discount,75b137f86e5c480e95aa83c097eb1d5a,168,20,10,5,1,1,0,0,0,1,0,61,76000.0,56,1,0,0.20747159090909087,1,0.0,0.45167226
5296,23792,bogo,358ac3d8f34c424a88d08e18505b606b,168,10,7,10,0,1,1,1,1,0,0,72,54000.0,1742,1,0,0.0047100424328147105,1,0.0,0.73602444
5297,23800,informational,c72a75cff4fa4576b91b3e355802b700,168,0,4,0,1,1,1,0,0,0,1,62,54000.0,890,0,1,0.15519148936170213,2,0.0,2.6762142
5298,23801,bogo,605093ef48be4ffe8b18614a9a69bb41,168,10,7,10,0,1,1,1,1,0,0,73,46000.0,1764,0,1,0.021216407355021217,1,0.0,0.4013725
5299,23803,discount,098acf107368478395b52818930d1bbc,168,20,10,5,1,1,0,0,0,1,0,118,65405.0,1528,0,0,0.02084648493543759,2,0.0,0.3433283
5300,23804,discount,6e6ab84f8a074fb38a69234134785b92,168,7,7,3,1,1,1,1,0,1,0,62,88000.0,922,0,1,0.28271802325581397,4,0.0,2.5492644
5301,23831,bogo,07c21f323f2b41e7abf75e9b66d7ec2c,168,10,7,10,0,1,1,1,1,0,0,30,64000.0,1585,0,1,0.01796269727403156,2,0.0,0.70554626
5302,23833,bogo,15d906eaa284480fb8120f0589368b1d,168,5,7,5,1,1,1,0,1,0,0,59,96000.0,939,0,1,0.2783875530410184,1,0.0,2.455649
5303,23834,discount,a60c0dfc92be47b3ac8644eaede4bb15,168,7,7,3,1,1,1,1,0,1,0,44,72000.0,1236,1,0,0.3699426111908177,2,0.0,4.017248
5304,23843,discount,68bab9dee0394863a2d15eeffa64d2fb,168,10,7,2,1,1,1,0,0,1,0,60,67000.0,1571,0,1,0.12437589670014347,2,0.0,1.634126
5305,23851,discount,ddc40b150dc54a94aa92f1ad491a39d0,168,10,10,2,1,1,1,1,0,1,0,82,77000.0,1014,0,1,0.3059942775393419,2,0.0,4.6132636
5306,23853,bogo,4130eeb519384c549daa23a49141bcde,168,10,7,10,0,1,1,1,1,0,0,47,41000.0,1490,0,1,0.01644978783592645,1,0.0,0.8592718
5307,23868,discount,99a0115e5cfa468aa139f2be4e5437c2,168,10,10,2,1,1,1,1,0,1,0,51,64000.0,959,1,0,0.2725751072961373,2,0.0,3.968141
5308,23871,discount,08f5b62adc9143de953cf983f435536b,168,10,10,2,1,1,1,1,0,1,0,61,56000.0,1177,1,0,0.10539143279172823,4,8.38,1.8139143
5309,23874,discount,088fe373367145d291e5b03d483accd7,168,7,7,3,1,1,1,1,0,1,0,47,60000.0,650,0,1,0.06581329561527582,1,0.0,0.8873867
5310,23879,bogo,a09a2e837d2545999220c592b6c05956,168,10,7,10,0,1,1,1,1,0,0,50,46000.0,1716,0,1,0.12848656294200847,1,0.0,1.1511537
5311,23880,bogo,8a106b139eb84a1fbd81d66f002426cc,168,5,7,5,1,1,1,0,1,0,0,52,50000.0,960,1,0,0.19133903133903127,2,8.4,3.6335077
5312,23885,discount,48225ea573e545e0b704ce3fcca8bb9e,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1577,0,0,0.03509325681492108,2,0.0,-0.14281738
5313,23897,discount,93995042f05640d896dcd396a8a264b4,168,10,7,2,1,1,1,0,0,1,0,89,67000.0,849,0,1,0.07263083451202262,1,0.0,3.5215294
5314,23899,bogo,7fbd19b2787948939d036a75a4b830b8,168,5,5,5,1,1,1,1,1,0,0,118,65405.0,993,0,0,0.020485714285714284,3,0.0,0.6049685
5315,23900,discount,89cb4f28d063441ea3ae870e6b4f45a5,168,7,7,3,1,1,1,1,0,1,0,19,34000.0,1499,0,1,0.010681818181818185,2,0.0,-0.10860658
5316,23902,discount,8926b53cd61d466db79a40b007183a46,168,10,10,2,1,1,1,1,0,1,0,32,53000.0,843,1,0,0.27558106169296986,2,4.63,8.144852
5317,23910,discount,6eedf99e00464397b518a54ee6ebe0e6,168,20,10,5,1,1,0,0,0,1,0,64,79000.0,1700,1,0,0.07215317919075144,3,0.0,-0.6981089
5318,23912,informational,35c32f6820fa4be782d5f2d1bb8e7aa2,168,0,3,0,0,1,1,1,0,0,1,56,42000.0,1463,0,1,0.014361549497847919,3,0.0,-0.24134278
5319,23914,bogo,19da4a0ddf6541b1b293f12487e0baff,168,5,7,5,1,1,1,0,1,0,0,53,65000.0,1583,1,0,0.15802023121387282,3,0.0,1.0970645
5320,23920,bogo,79f39385e8324ae794b9d54c22c66aa8,168,5,5,5,1,1,1,1,1,0,0,80,74000.0,1610,0,1,0.08758522727272727,2,0.0,0.7291596
5321,23922,bogo,bf4a0a21b0b64c869a573f6a4e91de18,168,10,7,10,0,1,1,1,1,0,0,118,65405.0,952,0,0,0.025205091937765205,1,0.0,0.854818
5322,23933,bogo,cfe1dbd54f1549da8ce88b453d8d5b8b,168,10,5,10,1,1,1,1,1,0,0,73,54000.0,1577,0,1,0.1185137085137085,4,0.0,0.18509567
5323,23936,discount,333886b0d27746cf89aae5b203b66ba4,168,10,10,2,1,1,1,1,0,1,0,118,65405.0,1181,0,0,0.03985611510791367,3,0.0,0.36342582
5324,23938,bogo,ca7c728b94c0452cb30f069308abbdd3,168,10,5,10,1,1,1,1,1,0,0,118,65405.0,1065,0,0,0.02153846153846153,2,0.0,0.3924609
5325,23951,informational,4123b9264671440298be32ac008f7249,168,0,3,0,0,1,1,1,0,0,1,63,52000.0,1566,0,1,0.26430397727272736,2,0.0,1.8744906
5326,23952,bogo,ba1d6debf43549ec85647318dda2656d,168,5,5,5,1,1,1,1,1,0,0,63,103000.0,1619,1,0,0.26283475783475785,2,0.0,1.2716591
5327,23956,discount,39955389408147049b03b1f1c4e063af,168,10,10,2,1,1,1,1,0,1,0,67,66000.0,1708,0,1,0.09448863636363636,1,0.0,0.7241706
5328,23961,bogo,2cfc6a4a5fe643f4b3fe7635cd5af6dd,168,10,5,10,1,1,1,1,1,0,0,52,54000.0,754,0,1,0.2407058823529412,5,0.0,1.0993286
5329,23963,discount,b982648d91de42efb7d6f55e62e8ed97,168,7,7,3,1,1,1,1,0,1,0,67,41000.0,1757,0,1,0.0421074964639321,1,0.0,0.22161856
5330,23964,bogo,39947a0397b94f40a25767c32babfc88,168,5,5,5,1,1,1,1,1,0,0,51,34000.0,1817,1,0,0.016784702549575068,2,0.0,0.28537017
5331,23968,bogo,147f86d957754e9398f223d178ee95b4,168,5,5,5,1,1,1,1,1,0,0,63,86000.0,796,1,0,0.19537376586741886,1,0.0,2.6318781
5332,23971,bogo,cf6b3e981a884ea885d876fec1f1831c,168,10,7,10,0,1,1,1,1,0,0,72,57000.0,271,1,0,0.090545193687231,2,0.0,1.5594405
5333,23975,informational,13c3884c80ee4878ad15e81ab63cb95c,168,0,3,0,0,1,1,1,0,0,1,64,36000.0,66,0,1,0.0575,2,0.0,0.49999073
5334,23980,bogo,c6030e02978d461a909b0f43868f7475,168,10,5,10,1,1,1,1,1,0,0,48,60000.0,1505,1,0,0.06019886363636363,2,0.0,-0.0007725358
5335,23986,discount,a9035280036b4e21bfe017153319c1b3,168,10,10,2,1,1,1,1,0,1,0,31,58000.0,48,0,1,0.10057388809182208,2,0.0,0.987741
5336,23987,discount,25adf3532da54e719676aaefbda12318,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1808,0,0,0.005928571428571428,2,0.0,-0.21400023
5337,23988,bogo,3e193daf33dd4b809a90d90d0820ab0e,168,5,5,5,1,1,1,1,1,0,0,118,65405.0,1032,0,0,0.11470588235294114,3,1.75,1.2445495
5338,24003,informational,6b5014d5e4ae40299b6da3be06b361fb,168,0,3,0,0,1,1,1,0,0,1,58,60000.0,1704,1,0,0.02782361308677098,3,0.0,0.11118886
5339,24022,bogo,11bfa14bbbdc43a0a9007c7e71dd48ba,168,5,7,5,1,1,1,0,1,0,0,70,63000.0,825,0,1,0.23977207977207976,2,0.0,2.9783182
5340,24028,bogo,136a0b14cb2c42faa5a7492eb43480c5,168,5,5,5,1,1,1,1,1,0,0,118,65405.0,925,0,0,0.03889985895627645,1,0.16,0.269403
5341,24030,discount,d237d3afa2cf4463a07e06b9a8fcba0c,168,10,10,2,1,1,1,1,0,1,0,60,65000.0,1497,0,1,0.5751362984218078,2,0.0,3.1189585
5342,24035,discount,dfda168969384f4da23e2b64af1beef8,168,7,7,3,1,1,1,1,0,1,0,45,56000.0,974,0,1,0.20042151162790695,4,0.0,2.5852535
5343,24045,bogo,c06029a8eea747d69a13b52d58f4ccbb,168,10,7,10,0,1,1,1,1,0,0,74,47000.0,1547,0,1,0.03291371994342292,1,0.0,0.06368187
5344,24046,discount,06b81e95ef4b41d494b03f4832b2c82e,168,7,7,3,1,1,1,1,0,1,0,31,35000.0,1331,0,0,0.2039179632248939,1,9.67,5.7760434
5345,24049,informational,b13eaeb7a91e415a972c9ebc7f63ac57,168,0,4,0,1,1,1,0,0,0,1,71,100000.0,244,1,0,0.2613655761024182,2,0.0,1.1868393
5346,24050,bogo,5163b5cab2f74c678ec170cec67b6cd0,168,5,5,5,1,1,1,1,1,0,0,33,31000.0,1593,0,1,0.04218077474892396,3,0.0,0.25399274
5347,24051,bogo,de40dd24f3694867b0be0858438b08ad,168,5,5,5,1,1,1,1,1,0,0,58,91000.0,1675,1,0,0.16779971791255288,1,0.0,1.0336342
5348,24056,bogo,2f6dabc41d1549419cc3b25ea794b878,168,10,5,10,1,1,1,1,1,0,0,78,110000.0,1235,1,0,0.4848095909732017,1,0.0,2.290913
5349,24057,discount,a5b13a923611434dadcb9e000abbd361,168,20,10,5,1,1,0,0,0,1,0,64,75000.0,1076,0,1,0.3023054755043228,2,0.0,3.7331321
5350,24063,discount,a1c71b2a71b44ae79faa41fdaa746eb3,168,10,10,2,1,1,1,1,0,1,0,88,63000.0,865,1,0,0.2940746054519369,2,0.0,2.0902789
5351,24065,informational,d18070f6b5d64907b1ffbbb8ae72e6c0,168,0,3,0,0,1,1,1,0,0,1,118,65405.0,1142,0,0,0.014711673699015472,1,0.0,0.6072332
5352,24073,discount,2c2d6fcf6ba84ae78cd3b145107a486f,168,7,7,3,1,1,1,1,0,1,0,48,94000.0,1384,1,0,0.2712305516265912,1,0.0,5.17935
5353,24075,bogo,30b6bdaf06b84019b0ef65c69fa5b478,168,10,5,10,1,1,1,1,1,0,0,54,70000.0,1212,1,0,0.29204513399153736,1,0.0,2.005781
5354,24079,informational,646797fb6f194a698086d585c7d60cc3,168,0,3,0,0,1,1,1,0,0,1,39,61000.0,1338,0,1,0.08523605150214593,3,0.64,1.1732535
5355,24088,bogo,49b14f63a9cf43b99b2ef9a2596388c0,168,10,5,10,1,1,1,1,1,0,0,64,58000.0,1108,0,1,0.06638810198300284,2,0.0,0.8354609
5356,24090,discount,2eb58d916d6a4ade98f4d29c748ffec2,168,7,7,3,1,1,1,1,0,1,0,63,74000.0,1076,1,0,0.1757991513437058,1,0.0,4.101632
5357,24098,discount,54c7dd73acc945cbba13de64ec9a5c99,168,10,7,2,1,1,1,0,0,1,0,39,93000.0,1769,1,0,0.23568081991215226,5,0.0,1.4402717
5358,24108,discount,57bf3a38bbbb4c299c4072519a279b3b,168,7,7,3,1,1,1,1,0,1,0,27,48000.0,1569,0,1,0.02050919377652051,1,0.0,0.055104554
5359,24109,bogo,e3d702e7f76e4b7abf3504037b4618e7,168,10,7,10,0,1,1,1,1,0,0,51,58000.0,1001,1,0,0.3975356125356125,2,0.0,4.795233
5360,24110,bogo,08d03b9d8e3c4e33b87df24433217301,168,5,7,5,1,1,1,0,1,0,0,64,95000.0,1421,1,0,0.35828282828282826,3,0.0,3.7891006
5361,24113,discount,7322a6c01c874585b342ee85d245cdfe,168,10,10,2,1,1,1,1,0,1,0,39,72000.0,1570,1,0,0.2738593974175036,2,0.0,3.431531
5362,24114,discount,773f79d725d040deae4782ec3d2efda8,168,7,7,3,1,1,1,1,0,1,0,36,53000.0,1216,0,1,0.2611111111111111,2,0.0,4.4482093
5363,24120,bogo,219ed3e7994242509a7933bd6379d6cb,168,5,5,5,1,1,1,1,1,0,0,61,71000.0,1505,0,1,0.4047254335260115,3,0.0,1.7713056
5364,24136,informational,bfdcac73224e4f3d82f97944dfd1e124,168,0,3,0,0,1,1,1,0,0,1,118,65405.0,1585,0,0,0.042296718972895865,2,0.0,0.2970355
5365,24141,bogo,b58cb099874a4d3990cc7159630b9f6a,168,10,7,10,0,1,1,1,1,0,0,58,103000.0,1670,0,1,0.1182178217821782,1,0.0,1.0106195
5366,24147,bogo,bba1aa88ea0240b5a66390c0c910041d,168,10,7,10,0,1,1,1,1,0,0,61,71000.0,1511,1,0,0.23530014641288435,4,0.0,0.9226634
5367,24149,discount,5fd694ac11244daa87e48d39ee302f46,168,7,7,3,1,1,1,1,0,1,0,72,82000.0,1710,0,0,0.10244927536231883,3,22.78,3.1318007
5368,24161,discount,934808bbab1842e19ead3e771614d5da,168,7,7,3,1,1,1,1,0,1,0,60,82000.0,1478,0,1,0.09532857142857144,2,0.0,1.2978649
5369,24167,discount,a19ede978c814ac28267c51c93c1cd2c,168,7,7,3,1,1,1,1,0,1,0,68,109000.0,1530,1,0,0.3803253182461104,1,0.0,3.069791
5370,24168,informational,aa811d24daec4a16a1a7507a840b126f,168,0,4,0,1,1,1,0,0,0,1,65,67000.0,1501,1,0,0.25585714285714284,2,19.44,3.402907
5371,24170,discount,2848a8cd6c3c426ba8c4cf8b23249044,168,10,7,2,1,1,1,0,0,1,0,63,67000.0,1603,1,0,0.15632034632034633,3,0.0,1.5297378
5372,24171,discount,4d870b9ba1a542e79bb73d495e5a41b2,168,10,7,2,1,1,1,0,0,1,0,118,65405.0,1352,0,0,0.03430199430199432,2,0.0,0.4499388
5373,24184,bogo,47240f21c56c43729387fc41281c5041,168,5,5,5,1,1,1,1,1,0,0,50,60000.0,424,0,1,0.07732016925246828,1,0.0,0.8742029
5374,24188,discount,a65d721818e340248d71fab7cb064a4d,168,10,7,2,1,1,1,0,0,1,0,68,108000.0,1463,0,1,0.15687411598302686,1,0.0,2.2581146
5375,24191,informational,20c24058cc124023bdd454eae5228357,168,0,4,0,1,1,1,0,0,0,1,52,68000.0,1609,1,0,0.19617142857142847,2,0.0,1.8591744
5376,24194,bogo,6d45fac16b3d477e822bb9147b3238a9,168,10,7,10,0,1,1,1,1,0,0,28,70000.0,1580,0,1,0.053521923620933526,1,0.0,0.77783203
5377,24195,informational,ab7e052ddbc040938db0e74a56d97b0f,168,0,3,0,0,1,1,1,0,0,1,37,96000.0,1242,0,1,0.4274277456647399,4,0.0,4.6999245
5378,24202,bogo,5d5832cc35ff467e8c88401b8d0d8c40,168,5,5,5,1,1,1,1,1,0,0,37,43000.0,1498,0,1,0.02363247863247864,2,0.0,0.4926366
5379,24204,discount,2e56213da1ac44589157403972927ce6,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1467,0,0,0.033903133903133896,2,0.45,0.15293983
5380,24216,discount,46e3831f06254440a99bf4c371e378ff,168,7,7,3,1,1,1,1,0,1,0,40,49000.0,881,0,1,0.10728571428571428,2,0.0,3.3132007
5381,24217,bogo,5fecc62c4ec14cd483894563b6f49549,168,10,7,10,0,1,1,1,1,0,0,118,65405.0,1494,0,0,0.02571022727272727,2,0.0,0.6554934
5382,24221,discount,18a8640cb1584c9f8c862cc1004bfe15,168,10,10,2,1,1,1,1,0,1,0,55,75000.0,1539,1,0,0.25633522727272723,1,0.0,3.2997792
5383,24225,bogo,243a4e2c782d4a5484d62062e9960055,168,10,7,10,0,1,1,1,1,0,0,67,75000.0,1197,0,1,0.2253182461103253,1,0.0,3.789236
5384,24226,informational,8c53859c06894872a09eb6ffbb3f8eee,168,0,3,0,0,1,1,1,0,0,1,59,94000.0,917,1,0,0.19029829545454546,2,13.64,3.4255269
5385,24227,discount,52e27ce4fb99466dab3e0666e10dc0e8,168,7,7,3,1,1,1,1,0,1,0,46,68000.0,839,0,1,0.08967468175388968,1,5.54,2.8434362
5386,24234,discount,c2d1d6ffea3842d382c493eecc02843f,168,7,7,3,1,1,1,1,0,1,0,58,51000.0,1639,0,1,0.25938235294117645,4,0.0,1.8969362
5387,24241,discount,8c18674fcab8435ba2df85716cfad9ed,168,10,10,2,1,1,1,1,0,1,0,80,71000.0,1721,0,1,0.15552785923753665,4,0.0,0.38741845
5388,24247,discount,7c96df2772e7475dbc39fdb0137635af,168,10,10,2,1,1,1,1,0,1,0,52,93000.0,1762,0,1,0.13036931818181818,1,0.0,0.27808696
5389,24254,bogo,10293859aee544a8910d06dc0c62c7e7,168,5,5,5,1,1,1,1,1,0,0,44,41000.0,1481,0,1,0.16796296296296298,2,15.42,2.7254705
5390,24255,discount,f6dfb4b431c840ccacbc3e4c8b0f9049,168,10,7,2,1,1,1,0,0,1,0,118,65405.0,1589,0,0,0.001525179856115108,3,0.0,-0.03570831
5391,24258,discount,50095794662343b7a642f27224a9fed4,168,10,10,2,1,1,1,1,0,1,0,37,67000.0,1602,1,0,0.0783601756954612,4,0.0,1.1704724
5392,24260,discount,7200dd171ed4422bb27cd6a46c40d189,168,10,10,2,1,1,1,1,0,1,0,57,85000.0,929,0,1,0.29321688500727805,4,0.0,3.5079372
5393,24263,discount,99b18b650c2745489bf81a306852a7c5,168,10,10,2,1,1,1,1,0,1,0,48,74000.0,1533,0,1,0.03964131994261119,2,0.0,0.5824974
5394,24265,bogo,8431c16f8e1d440880db371a68f82dd0,168,10,7,10,0,1,1,1,1,0,0,39,39000.0,1794,0,1,0.03862800565770863,1,0.0,0.30561626
5395,24266,bogo,c7271506fe0e40f69f01666994b1dcf5,168,10,7,10,0,1,1,1,1,0,0,55,57000.0,1547,1,0,0.3860832137733142,2,14.96,4.5975003
5396,24273,bogo,ff40374e1ece425ea5ced2a3531bbe1c,168,5,5,5,1,1,1,1,1,0,0,69,70000.0,1684,0,1,0.04754583921015515,1,0.0,0.039058656
5397,24274,discount,c403a7f5a38b433d967296fc7a8f9684,168,10,7,2,1,1,1,0,0,1,0,118,65405.0,1461,0,0,0.00041018387553041016,1,0.0,0.7890016
5398,24276,discount,1a85ed00b630425aba646b057c6b0f18,168,7,7,3,1,1,1,1,0,1,0,21,47000.0,551,0,1,0.04698727015558698,1,0.0,0.36785036
5399,24284,discount,663c5a9d7fed499d97b23b514137fecd,168,10,10,2,1,1,1,1,0,1,0,34,38000.0,1782,1,0,0.013991477272727277,1,0.0,0.5458633
5400,24286,bogo,0799a98aeb994b8d9a719deccd90ed39,168,5,5,5,1,1,1,1,1,0,0,19,42000.0,866,0,1,0.05227080394922426,1,0.0,0.49092332
5401,24295,bogo,ebc303bcc1b44aa6b4d1762960451468,168,5,7,5,1,1,1,0,1,0,0,31,47000.0,1509,1,0,0.2815714285714286,2,0.0,3.2369123
5402,24298,bogo,9693be6af6f04edcb5d9b733edc1b932,168,5,5,5,1,1,1,1,1,0,0,61,56000.0,1593,0,1,0.0057545839210155145,1,0.0,-0.40204304
5403,24300,bogo,610500b982684ab6b45cec0f5ed4fb80,168,10,5,10,1,1,1,1,1,0,0,59,99000.0,1702,0,1,0.10258110014104373,1,0.0,0.7871698
5404,24301,discount,562ff18436674676a31a183ee0e367a6,168,10,10,2,1,1,1,1,0,1,0,30,56000.0,1567,0,1,0.2254466858789625,2,0.0,2.4091601
5405,24305,discount,ec77e19f18ae42e5ac50e450f0e3f3e3,168,7,7,3,1,1,1,1,0,1,0,51,116000.0,1568,1,0,0.12437057991513435,1,19.8,3.0957751
5406,24310,discount,b063b99c5a96415f9837a54ba030d735,168,7,7,3,1,1,1,1,0,1,0,25,61000.0,781,1,0,0.12533715925394548,2,4.13,3.7872217
5407,24321,bogo,594bea74b95e4cc1b6a2f95550c62b6e,168,10,7,10,0,1,1,1,1,0,0,70,66000.0,1628,0,1,0.03016973125884017,1,0.0,0.6124782
