,time,difficulty,duration,reward,web,email,mobile,social,bogo,discount,informational,age,income,member_date_int,F,M,offer_impact,preds
4487,168,10,7,10,0,1,1,1,1,0,0,28,36000.0,1703,0,1,-0.025799151343705803,0.15328413
4488,168,7,7,3,1,1,1,1,0,1,0,63,64000.0,916,0,1,-0.3893118594436311,0.20688829
4489,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1477,0,0,-0.01768033946251768,-0.028613389
4490,168,10,7,2,1,1,1,0,0,1,0,57,50000.0,1486,0,1,-0.07388489208633094,0.059211224
4491,168,10,10,2,1,1,1,1,0,1,0,64,76000.0,1633,1,0,-0.034642335766423366,0.08327195
4492,168,10,5,10,1,1,1,1,1,0,0,39,95000.0,1612,1,0,-0.4793722627737226,0.29808876
4493,168,5,5,5,1,1,1,1,1,0,0,43,76000.0,1544,1,0,-0.12749636098981074,0.1702885
4494,168,0,3,0,0,1,1,1,0,0,1,33,73000.0,1505,0,1,-0.03672292545710267,0.564149
4495,168,7,7,3,1,1,1,1,0,1,0,58,38000.0,1797,0,1,-0.02349363507779349,-0.07266122
4496,168,5,5,5,1,1,1,1,1,0,0,64,69000.0,1042,1,0,-0.19725071225071225,0.35261145
4497,168,10,7,10,0,1,1,1,1,0,0,118,65405.0,935,0,0,-0.041976401179941,0.23172078
4498,168,10,7,10,0,1,1,1,1,0,0,49,77000.0,1223,1,0,2.686676096181047,0.5336637
4499,168,5,7,5,1,1,1,0,1,0,0,44,94000.0,295,0,1,3.3550857142857144,0.13829985
4500,168,10,7,10,0,1,1,1,1,0,0,67,38000.0,1358,0,1,-0.016908831908831884,0.28696436
4501,168,5,5,5,1,1,1,1,1,0,0,77,92000.0,967,1,0,-0.4194759206798868,0.31765413
4502,168,10,5,10,1,1,1,1,1,0,0,40,71000.0,1757,0,1,-0.11998589562764456,0.24922779
4503,168,10,7,10,0,1,1,1,1,0,0,46,85000.0,1125,1,0,2.4082944606413994,0.5325312
4504,168,7,7,3,1,1,1,1,0,1,0,62,80000.0,1643,1,0,-0.1941737891737892,0.14153463
4505,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,782,0,0,-0.04082608695652173,0.09820184
4506,168,10,10,2,1,1,1,1,0,1,0,67,43000.0,1505,1,0,-0.031903409090909086,-0.073462665
4507,168,20,10,5,1,1,0,0,0,1,0,46,74000.0,1823,0,1,-0.31482608695652176,0.09365648
4508,168,10,5,10,1,1,1,1,1,0,0,36,63000.0,1608,0,1,-0.09296875,0.1876075
4509,168,7,7,3,1,1,1,1,0,1,0,55,74000.0,739,1,0,-0.16942008486562946,0.30534482
4510,168,10,10,2,1,1,1,1,0,1,0,47,62000.0,381,0,1,-0.12859397417503587,0.030750006
4511,168,7,7,3,1,1,1,1,0,1,0,58,54000.0,1570,1,0,-0.040523338048090524,0.05539924
4512,168,10,5,10,1,1,1,1,1,0,0,29,67000.0,1597,1,0,-0.25141043723554296,0.1935896
4513,168,10,10,2,1,1,1,1,0,1,0,118,65405.0,1748,0,0,-0.01842897727272728,-0.11902267
4514,168,10,7,10,0,1,1,1,1,0,0,57,58000.0,1714,0,1,-0.06747863247863248,0.15120688
4515,168,5,5,5,1,1,1,1,1,0,0,79,109000.0,1216,1,0,5.051131170662905,0.4250099
4516,168,5,5,5,1,1,1,1,1,0,0,38,52000.0,745,0,1,-0.2446781115879829,0.3604709
4517,168,10,10,2,1,1,1,1,0,1,0,118,65405.0,1503,0,0,-0.011205164992826398,-0.12483132
4518,168,7,7,3,1,1,1,1,0,1,0,63,60000.0,1692,0,1,-0.09286337209302324,0.018117964
4519,168,5,5,5,1,1,1,1,1,0,0,21,42000.0,1814,0,1,-0.02991452991452992,0.034049988
4520,168,10,10,2,1,1,1,1,0,1,0,31,64000.0,1639,0,1,-0.05015781922525107,0.08052611
4521,168,7,7,3,1,1,1,1,0,1,0,58,76000.0,788,1,0,3.294259069481451,0.3196358
4522,168,10,5,10,1,1,1,1,1,0,0,52,87000.0,1725,0,0,-0.13174894217207336,0.1410715
4523,168,7,7,3,1,1,1,1,0,1,0,82,54000.0,1786,1,0,-0.1266474820143885,0.06681675
4524,168,7,7,3,1,1,1,1,0,1,0,77,80000.0,841,1,0,-0.3313655761024182,0.31897366
4525,168,10,5,10,1,1,1,1,1,0,0,48,58000.0,1514,0,1,-0.2639010189228529,0.08232653
4526,168,10,7,2,1,1,1,0,0,1,0,65,66000.0,1628,1,0,-0.08636094674556212,0.08837119
4527,168,10,10,2,1,1,1,1,0,1,0,64,48000.0,1665,0,1,-0.01802556818181818,-0.113672376
4528,168,10,10,2,1,1,1,1,0,1,0,58,63000.0,1793,1,0,-0.06435225618631732,0.02522263
4529,168,10,7,10,0,1,1,1,1,0,0,67,75000.0,1226,0,1,-0.04001414427157002,0.43270695
4530,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1678,0,0,-0.00042432814710042436,-0.08388263
4531,168,10,10,2,1,1,1,1,0,1,0,46,100000.0,1482,1,0,-0.2225824964131994,0.23856273
4532,168,7,7,3,1,1,1,1,0,1,0,65,56000.0,1668,1,0,-0.1535042735042735,0.067095876
4533,168,10,10,2,1,1,1,1,0,1,0,25,50000.0,1424,1,0,0.6200328102710414,0.32776558
4534,168,10,7,2,1,1,1,0,0,1,0,57,79000.0,1067,0,1,-1.0141301272984442,0.33035645
4535,168,7,7,3,1,1,1,1,0,1,0,70,74000.0,1099,0,1,-0.1766043165467626,0.33020186
4536,168,10,10,2,1,1,1,1,0,1,0,22,34000.0,1567,0,1,-0.15536585365853658,-0.022740483
4537,168,7,7,3,1,1,1,1,0,1,0,59,64000.0,1676,0,1,-0.05817790530846485,0.01882255
4538,168,0,3,0,0,1,1,1,0,0,1,76,94000.0,1052,0,1,-0.5109654178674352,0.71659195
4539,168,10,7,2,1,1,1,0,0,1,0,118,65405.0,1749,0,0,-0.023478260869565216,-0.09159678
4540,168,10,7,10,0,1,1,1,1,0,0,50,85000.0,1080,1,0,-0.19096181046676086,0.5239877
4541,168,0,3,0,0,1,1,1,0,0,1,57,55000.0,1800,0,1,-0.008410689170182842,0.42227888
4542,168,7,7,3,1,1,1,1,0,1,0,43,64000.0,1526,0,1,1.890792079207921,0.09200394
4543,168,10,10,2,1,1,1,1,0,1,0,55,64000.0,1216,0,1,2.109926136363637,0.22438931
4544,168,10,7,10,0,1,1,1,1,0,0,61,48000.0,1569,0,1,0.14994466079114574,0.0704104
4545,168,5,5,5,1,1,1,1,1,0,0,69,49000.0,526,1,0,-0.05681241184767277,0.057180703
4546,168,10,7,10,0,1,1,1,1,0,0,34,41000.0,1465,0,1,-0.008985714285714286,0.21855518
4547,168,7,7,3,1,1,1,1,0,1,0,38,68000.0,1596,1,0,-0.15325179856115112,0.25321707
4548,168,5,5,5,1,1,1,1,1,0,0,50,82000.0,978,1,0,-0.2374471086036672,0.34609896
4549,168,5,5,5,1,1,1,1,1,0,0,73,70000.0,634,1,0,-0.08876068376068375,0.105516225
4550,168,10,7,2,1,1,1,0,0,1,0,34,48000.0,662,0,1,-0.06540462427745665,0.033166707
4551,168,10,10,2,1,1,1,1,0,1,0,118,65405.0,1485,0,0,-7.204610951008646e-05,-0.06742281
4552,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1792,0,0,-0.01074964639321075,-0.08308697
4553,168,10,10,2,1,1,1,1,0,1,0,66,77000.0,1589,0,1,-0.20556195965417867,0.04840374
4554,168,10,7,2,1,1,1,0,0,1,0,39,49000.0,1819,0,1,-0.1671145685997171,0.19688842
4555,168,10,5,10,1,1,1,1,1,0,0,67,90000.0,1672,0,1,3.719262411347517,0.104237705
4556,168,7,7,3,1,1,1,1,0,1,0,65,103000.0,769,1,0,-0.2015983026874116,0.37182027
4557,168,5,5,5,1,1,1,1,1,0,0,118,65405.0,1352,0,0,-0.045681818181818185,0.16053557
4558,168,7,7,3,1,1,1,1,0,1,0,53,103000.0,757,0,1,2.3614714285714284,0.33620387
4559,168,5,7,5,1,1,1,0,1,0,0,39,52000.0,1803,0,1,-0.0983875530410184,0.2016921
4560,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1033,0,0,-0.10595714285714286,0.16908279
4561,168,7,7,3,1,1,1,1,0,1,0,63,44000.0,1086,1,0,-0.7445714285714287,0.22807583
4562,168,10,7,10,0,1,1,1,1,0,0,64,45000.0,1609,1,0,-0.01275813295615276,0.099984884
4563,168,10,7,10,0,1,1,1,1,0,0,58,63000.0,976,1,0,-0.15554112554112556,0.36260694
4564,168,7,7,3,1,1,1,1,0,1,0,81,31000.0,1597,1,0,0.40899575671852895,-0.03264904
4565,168,10,10,2,1,1,1,1,0,1,0,60,57000.0,1592,0,1,-0.02096590909090909,-0.028059602
4566,168,5,7,5,1,1,1,0,1,0,0,94,54000.0,1379,0,1,-0.19707977207977206,0.21469796
4567,168,5,5,5,1,1,1,1,1,0,0,61,66000.0,1795,0,1,-0.017277856135401976,0.047828406
4568,168,5,5,5,1,1,1,1,1,0,0,39,80000.0,1580,1,0,-0.20251057827926647,0.2961033
4569,168,10,5,10,1,1,1,1,1,0,0,118,65405.0,1013,0,0,-0.01866008462623413,0.1598196
4570,168,10,5,10,1,1,1,1,1,0,0,65,35000.0,1090,0,1,0.6622443181818181,0.1601226
4571,168,7,7,3,1,1,1,1,0,1,0,71,64000.0,837,1,0,-0.3922507122507123,0.25411558
4572,168,10,7,2,1,1,1,0,0,1,0,48,114000.0,994,1,0,-0.10854676258992806,0.592787
4573,168,10,7,2,1,1,1,0,0,1,0,57,82000.0,1613,1,0,-0.13817647058823532,0.12560758
4574,168,0,3,0,0,1,1,1,0,0,1,58,39000.0,1589,0,1,-0.03379746835443038,0.34049147
4575,168,10,5,10,1,1,1,1,1,0,0,56,93000.0,1310,0,1,-0.4064637681159421,0.34075826
4576,168,10,7,10,0,1,1,1,1,0,0,21,54000.0,1403,1,0,-0.03362093352192362,0.48589066
4577,168,10,5,10,1,1,1,1,1,0,0,80,62000.0,790,1,0,-0.4550500715307582,0.25473142
4578,168,10,7,2,1,1,1,0,0,1,0,20,48000.0,1352,0,1,-0.09472418670438472,0.25517628
4579,168,5,5,5,1,1,1,1,1,0,0,57,60000.0,958,1,0,-1.1105641748942168,0.24843875
4580,168,7,7,3,1,1,1,1,0,1,0,94,86000.0,1696,1,0,-0.02362093352192362,0.049084574
4581,168,10,7,2,1,1,1,0,0,1,0,68,74000.0,1417,1,0,3.067830997699226,0.37158197
4582,168,10,7,10,0,1,1,1,1,0,0,36,71000.0,1392,1,0,-1.877991513437058,0.64149165
4583,168,10,10,2,1,1,1,1,0,1,0,42,53000.0,1821,0,1,-0.08211647727272726,0.033013493
4584,168,7,7,3,1,1,1,1,0,1,0,38,69000.0,569,1,0,-0.10012729844413013,0.24092054
4585,168,10,10,2,1,1,1,1,0,1,0,58,76000.0,914,1,0,-0.31053084648493545,0.27011243
4586,168,0,3,0,0,1,1,1,0,0,1,38,67000.0,1464,0,1,-0.02223011363636364,0.65427834
4587,168,10,7,10,0,1,1,1,1,0,0,34,68000.0,1250,1,0,-0.4692079207920792,0.53790694
4588,168,10,7,2,1,1,1,0,0,1,0,27,32000.0,1547,0,1,-0.02104667609618105,0.016682833
4589,168,7,7,3,1,1,1,1,0,1,0,26,35000.0,1800,0,1,-0.013861386138613863,0.024348885
4590,168,5,5,5,1,1,1,1,1,0,0,65,92000.0,1788,1,0,6.569727272727272,0.15360892
4591,168,10,10,2,1,1,1,1,0,1,0,64,88000.0,1522,0,1,-0.3024528301886793,0.049291283
4592,168,7,7,3,1,1,1,1,0,1,0,30,64000.0,1098,0,1,1.9585007072135785,0.3620532
4593,168,10,7,10,0,1,1,1,1,0,0,37,33000.0,1699,1,0,-0.09554455445544556,0.26235002
4594,168,7,7,3,1,1,1,1,0,1,0,54,37000.0,927,1,0,-0.2940719424460431,0.16988721
4595,168,10,10,2,1,1,1,1,0,1,0,65,81000.0,1626,1,0,-0.27819602272727273,0.08807284
4596,168,10,10,2,1,1,1,1,0,1,0,48,76000.0,1618,1,0,-0.3538307030129125,0.1329548
4597,168,5,5,5,1,1,1,1,1,0,0,44,32000.0,1497,0,1,-0.1271530758226037,-0.024319708
4598,168,10,10,2,1,1,1,1,0,1,0,118,65405.0,900,0,0,-0.03853658536585367,0.067212224
4599,168,10,10,2,1,1,1,1,0,1,0,36,42000.0,1814,0,1,-0.20649147727272724,0.05714962
4600,168,5,7,5,1,1,1,0,1,0,0,118,65405.0,864,0,0,-0.02007173601147776,0.104269415
4601,168,10,7,2,1,1,1,0,0,1,0,61,59000.0,902,1,0,-0.1952116788321168,0.24827164
4602,168,10,10,2,1,1,1,1,0,1,0,118,65405.0,1629,0,0,-0.006793002915451895,-0.12503082
4603,168,10,7,2,1,1,1,0,0,1,0,118,65405.0,884,0,0,-0.021572871572871574,0.08934173
4604,168,7,7,3,1,1,1,1,0,1,0,71,76000.0,1198,0,1,-0.2028854314002829,0.3402082
4605,168,10,10,2,1,1,1,1,0,1,0,118,65405.0,1769,0,0,-0.007613636363636362,-0.12507498
4606,168,10,10,2,1,1,1,1,0,1,0,51,106000.0,840,1,0,-0.6433948863636364,0.35305715
4607,168,5,5,5,1,1,1,1,1,0,0,100,83000.0,1066,0,0,-0.25385714285714284,0.2659608
4608,168,7,7,3,1,1,1,1,0,1,0,74,57000.0,1193,1,0,-0.2983714285714286,0.31045708
4609,168,10,10,2,1,1,1,1,0,1,0,59,35000.0,1537,0,1,-0.04786931818181818,-0.11021978
4610,168,5,7,5,1,1,1,0,1,0,0,94,82000.0,1161,0,1,-0.28678622668579623,0.27626103
4611,168,10,10,2,1,1,1,1,0,1,0,118,65405.0,1162,0,0,-0.036832386363636366,0.122823775
4612,168,0,3,0,0,1,1,1,0,0,1,72,42000.0,1763,0,1,-0.02291139240506329,0.33626807
4613,168,10,5,10,1,1,1,1,1,0,0,47,79000.0,1661,0,0,-0.05069111424541608,0.13894427
4614,168,5,7,5,1,1,1,0,1,0,0,49,68000.0,1684,0,1,-0.04989705882352941,0.09557015
4615,168,10,7,10,0,1,1,1,1,0,0,83,56000.0,1479,1,0,-0.02401697312588402,0.23550132
4616,168,10,7,2,1,1,1,0,0,1,0,56,94000.0,1805,0,1,-0.050185714285714285,0.09100062
4617,168,7,7,3,1,1,1,1,0,1,0,34,48000.0,1270,1,0,-0.053917963224893915,0.29555976
4618,168,10,5,10,1,1,1,1,1,0,0,40,46000.0,1350,0,1,-0.05313583815028902,0.30905938
4619,168,5,5,5,1,1,1,1,1,0,0,118,65405.0,1802,0,0,-0.0023121387283237,-0.074893355
4620,168,7,7,3,1,1,1,1,0,1,0,58,34000.0,325,0,1,-0.08961538461538461,-0.06356394
4621,168,10,7,10,0,1,1,1,1,0,0,118,65405.0,1347,0,0,0.3022914531666325,0.2865014
4622,168,20,10,5,1,1,0,0,0,1,0,57,68000.0,1502,0,1,-0.096552217453505,0.008777708
4623,168,5,7,5,1,1,1,0,1,0,0,48,32000.0,1470,1,0,-0.07342291371994343,0.10354614
4624,168,10,5,10,1,1,1,1,1,0,0,84,93000.0,1143,0,1,-0.2790267983074753,0.3387373
4625,168,10,10,2,1,1,1,1,0,1,0,118,65405.0,1602,0,0,-0.04951008645533141,-0.10926217
4626,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1288,0,0,0.33058571428571426,0.16207477
4627,168,7,7,3,1,1,1,1,0,1,0,93,79000.0,1561,1,0,-0.10492220650636493,0.058205098
4628,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1712,0,0,-0.0023657474600870827,-0.083821595
4629,168,20,10,5,1,1,0,0,0,1,0,78,74000.0,1712,1,0,-0.18638450502152085,0.083130896
4630,168,10,5,10,1,1,1,1,1,0,0,67,83000.0,1577,0,1,-0.12954866008462626,0.09261358
4631,168,10,7,2,1,1,1,0,0,1,0,51,81000.0,1247,1,0,2.5655285714285707,0.39988577
4632,168,10,10,2,1,1,1,1,0,1,0,118,65405.0,1231,0,0,0.10919400855920113,0.123710185
4633,168,10,5,10,1,1,1,1,1,0,0,45,78000.0,1336,0,1,-0.4109649122807018,0.3731566
4634,168,7,7,3,1,1,1,1,0,1,0,59,89000.0,1483,0,1,-0.06421499292786423,0.14864233
4635,168,10,10,2,1,1,1,1,0,1,0,118,65405.0,1737,0,0,-0.0018507890961262554,-0.12516153
4636,168,0,3,0,0,1,1,1,0,0,1,40,63000.0,1636,1,0,3.265321888412017,0.60069567
4637,168,10,10,2,1,1,1,1,0,1,0,53,88000.0,1249,1,0,-0.2228267045454545,0.32881796
4638,168,10,5,10,1,1,1,1,1,0,0,27,66000.0,1781,0,1,-0.01797720797720798,0.13965556
4639,168,0,3,0,0,1,1,1,0,0,1,51,48000.0,1237,1,0,-0.08590717299578059,0.5999475
4640,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1521,0,0,-0.002395982783357245,-0.08355814
4641,168,10,5,10,1,1,1,1,1,0,0,62,34000.0,1480,0,1,0.9853624823695346,-0.0056277514
4642,168,7,7,3,1,1,1,1,0,1,0,66,76000.0,1326,1,0,2.2225371593724192,0.37802133
4643,168,20,10,5,1,1,0,0,0,1,0,83,54000.0,1736,0,1,-0.0247667638483965,-0.03266442
4644,168,0,4,0,1,1,1,0,0,0,1,78,68000.0,1608,0,1,-0.3893506493506493,0.15259296
4645,168,10,7,2,1,1,1,0,0,1,0,47,72000.0,387,0,1,-0.06068571428571429,0.105727166
4646,168,0,3,0,0,1,1,1,0,0,1,47,43000.0,1631,0,1,-0.1344222539229672,0.4152047
4647,168,5,5,5,1,1,1,1,1,0,0,65,76000.0,792,0,1,-0.2840497076023392,0.2697729
4648,168,5,5,5,1,1,1,1,1,0,0,37,85000.0,1358,0,1,-0.1700846262341326,0.48030853
4649,168,10,10,2,1,1,1,1,0,1,0,56,38000.0,1664,0,1,-0.015662824207492796,-0.1147902
4650,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1498,0,0,-0.03975714285714285,-0.0814271
4651,168,10,5,10,1,1,1,1,1,0,0,72,55000.0,1757,1,0,-0.03409024745269286,0.05578512
4652,168,5,7,5,1,1,1,0,1,0,0,39,32000.0,302,0,0,0.3885,0.087962896
4653,168,10,7,10,0,1,1,1,1,0,0,41,45000.0,970,0,1,1.1000610500610501,0.39039338
4654,168,0,3,0,0,1,1,1,0,0,1,66,58000.0,1486,1,0,-0.2408392603129445,0.509087
4655,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1134,0,0,-0.024275147928994083,0.16146195
4656,168,10,10,2,1,1,1,1,0,1,0,28,42000.0,165,0,1,0.12371344165435748,-0.012046993
4657,168,7,7,3,1,1,1,1,0,1,0,24,39000.0,572,1,0,-0.05782178217821784,0.07107353
4658,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,907,0,0,-0.03401697312588402,0.09896788
4659,168,10,5,10,1,1,1,1,1,0,0,52,35000.0,270,0,1,0.24981664315937935,-0.03239143
4660,168,0,3,0,0,1,1,1,0,0,1,63,107000.0,1767,1,0,-0.09069800569800572,0.57472587
4661,168,10,10,2,1,1,1,1,0,1,0,59,36000.0,1634,0,1,-0.0096875,-0.11504322
4662,168,5,5,5,1,1,1,1,1,0,0,19,37000.0,1230,1,0,-0.08021306818181817,0.29387766
4663,168,20,10,5,1,1,0,0,0,1,0,37,54000.0,1308,1,0,0.8071535150645626,0.39789334
4664,168,10,5,10,1,1,1,1,1,0,0,67,89000.0,1431,1,0,-0.32132581100141044,0.31281957
4665,168,7,7,3,1,1,1,1,0,1,0,75,82000.0,1308,1,0,-0.09297029702970296,0.35897118
4666,168,10,7,10,0,1,1,1,1,0,0,63,57000.0,911,1,0,1.5349363507779348,0.3718725
4667,168,10,7,2,1,1,1,0,0,1,0,56,66000.0,409,0,1,-0.11910891089108913,0.036369354
4668,168,0,3,0,0,1,1,1,0,0,1,118,65405.0,1470,0,0,-0.039620253164556966,0.39819205
4669,168,5,7,5,1,1,1,0,1,0,0,49,98000.0,1207,1,0,-0.39958579881656814,0.45163167
4670,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,1466,0,0,-0.0068604651162790685,-0.02234298
4671,168,5,7,5,1,1,1,0,1,0,0,66,42000.0,1091,1,0,-0.0672842998585573,0.2046324
4672,168,10,10,2,1,1,1,1,0,1,0,66,70000.0,833,0,0,-0.3676,0.23494148
4673,168,10,10,2,1,1,1,1,0,1,0,28,61000.0,1526,1,0,-0.023678977272727275,0.10879737
4674,168,10,7,10,0,1,1,1,1,0,0,60,98000.0,1334,0,1,-0.13243281471004242,0.48794067
4675,168,10,10,2,1,1,1,1,0,1,0,27,47000.0,1587,0,1,-0.01634005763688761,-0.019267261
4676,168,7,7,3,1,1,1,1,0,1,0,57,57000.0,1078,0,1,-0.3091366906474821,0.26944315
4677,168,5,5,5,1,1,1,1,1,0,0,52,89000.0,1677,1,0,3.7592991452991456,0.18004674
4678,168,7,7,3,1,1,1,1,0,1,0,118,65405.0,529,0,0,-0.005954738330975954,-0.06948835
4679,168,10,7,10,0,1,1,1,1,0,0,65,73000.0,1610,0,1,-0.037439886845827434,0.2212404
4680,168,5,7,5,1,1,1,0,1,0,0,67,99000.0,1642,0,1,-0.06176803394625178,0.13557643
4681,168,5,5,5,1,1,1,1,1,0,0,62,40000.0,1504,0,1,-0.2292383638928068,-0.062024593
4682,168,10,10,2,1,1,1,1,0,1,0,65,68000.0,963,1,0,-0.12784057971014495,0.22253373
4683,168,7,7,3,1,1,1,1,0,1,0,52,67000.0,1625,1,0,-0.06162393162393163,0.13350627
4684,168,10,10,2,1,1,1,1,0,1,0,24,33000.0,1539,0,1,-0.02417758369723436,-0.022183597
4685,168,10,7,10,0,1,1,1,1,0,0,49,30000.0,1298,0,0,0.4988571428571429,0.33120054
4686,168,10,10,2,1,1,1,1,0,1,0,81,49000.0,1741,1,0,0.5114088952654232,0.010386854
4687,168,0,3,0,0,1,1,1,0,0,1,87,85000.0,1585,1,0,-0.4267052023121388,0.52187926
4688,168,0,4,0,1,1,1,0,0,0,1,62,86000.0,1202,0,1,-0.3075571428571429,0.4164949
4689,168,20,10,5,1,1,0,0,0,1,0,57,96000.0,1404,0,1,1.493382823871907,0.29101032
4690,168,7,7,3,1,1,1,1,0,1,0,29,39000.0,420,0,1,-0.0732905982905983,0.033578277
4691,168,7,7,3,1,1,1,1,0,1,0,45,56000.0,536,0,1,0.8377086280056577,0.07235938
4692,168,10,5,10,1,1,1,1,1,0,0,118,65405.0,1198,0,0,0.16208759124087593,0.16032359
4693,168,0,3,0,0,1,1,1,0,0,1,45,62000.0,750,0,1,-0.3179746835443037,0.6287002
4694,168,10,10,2,1,1,1,1,0,1,0,65,89000.0,866,0,1,-0.3151461988304093,0.2324377
4695,168,10,10,2,1,1,1,1,0,1,0,118,65405.0,1581,0,0,-0.011976573938506587,-0.12461823
4696,168,7,7,3,1,1,1,1,0,1,0,63,73000.0,376,0,1,-0.19246771879483496,0.09366575
4697,168,7,7,3,1,1,1,1,0,1,0,26,43000.0,1811,0,1,-0.018274398868458275,0.030901939
4698,168,10,10,2,1,1,1,1,0,1,0,61,70000.0,917,0,1,-0.2852080344332855,0.232209
4699,168,5,5,5,1,1,1,1,1,0,0,69,43000.0,1611,0,1,0.4023522727272728,-0.07050192
4700,168,10,10,2,1,1,1,1,0,1,0,25,46000.0,1691,0,1,-0.01703125,-0.02249968
4701,168,0,3,0,0,1,1,1,0,0,1,51,51000.0,781,0,1,-0.20126961483594866,0.6074795
4702,168,5,5,5,1,1,1,1,1,0,0,79,95000.0,1412,1,0,-0.14382228490832158,0.35779554
4703,168,5,5,5,1,1,1,1,1,0,0,74,111000.0,1586,1,0,-0.12717912552891394,0.23036775
4704,168,10,5,10,1,1,1,1,1,0,0,64,70000.0,1045,1,0,-0.3334615384615385,0.3822035
4705,168,0,4,0,1,1,1,0,0,0,1,56,74000.0,193,0,1,-0.16168794326241134,0.16318229
4706,168,7,7,3,1,1,1,1,0,1,0,47,52000.0,1625,0,1,-0.2655304101838756,0.07243073
4707,168,0,4,0,1,1,1,0,0,0,1,60,56000.0,1507,1,0,-0.2017605633802817,0.18045625
4708,168,10,10,2,1,1,1,1,0,1,0,45,86000.0,1208,0,1,-0.3487157287157287,0.31958032
4709,168,10,7,10,0,1,1,1,1,0,0,19,67000.0,1623,1,0,3.4066195190947663,0.3301984
4710,168,10,10,2,1,1,1,1,0,1,0,33,34000.0,73,0,1,0.4173121387283237,-0.0059539676
4711,168,0,3,0,0,1,1,1,0,0,1,67,85000.0,1485,1,0,-0.13161931818181818,0.6064529
4712,168,0,4,0,1,1,1,0,0,0,1,36,71000.0,1773,1,0,-0.17278805120910382,0.37784457
4713,168,10,10,2,1,1,1,1,0,1,0,60,37000.0,1476,1,0,-0.033153409090909094,-0.024689019
4714,168,10,7,2,1,1,1,0,0,1,0,69,53000.0,1557,0,1,-0.09052857142857144,0.010500401
4715,168,10,7,10,0,1,1,1,1,0,0,68,43000.0,1596,0,0,-0.069009900990099,0.08101913
4716,168,7,7,3,1,1,1,1,0,1,0,65,80000.0,1677,0,1,-0.053550212164073546,0.09055874
4717,168,5,5,5,1,1,1,1,1,0,0,46,65000.0,1509,0,1,-0.2727352941176471,0.07197335
4718,168,10,7,10,0,1,1,1,1,0,0,46,34000.0,1026,0,1,-0.16801980198019795,0.3465931
4719,168,7,7,3,1,1,1,1,0,1,0,43,56000.0,1397,0,0,3.469430211108834,0.31916118
4720,168,5,5,5,1,1,1,1,1,0,0,74,61000.0,1812,0,1,-0.13028208744710862,0.03077063
4721,168,10,5,10,1,1,1,1,1,0,0,81,85000.0,1241,1,0,-0.19363636363636366,0.38605225
4722,168,10,10,2,1,1,1,1,0,1,0,62,44000.0,1502,0,1,-0.028898426323319026,-0.112555325
4723,168,5,5,5,1,1,1,1,1,0,0,26,59000.0,1104,0,1,3.7210578279266566,0.36139992
4724,168,10,10,2,1,1,1,1,0,1,0,46,62000.0,1329,1,0,1.1299431818181822,0.2978834
4725,168,5,5,5,1,1,1,1,1,0,0,118,65405.0,1520,0,0,-0.05406205923836389,-0.071347356
4726,168,20,10,5,1,1,0,0,0,1,0,48,84000.0,1683,1,0,-0.18379457917261047,0.12282151
4727,168,0,3,0,0,1,1,1,0,0,1,19,67000.0,1315,0,1,-0.05778409090909091,0.7093988
4728,168,5,5,5,1,1,1,1,1,0,0,94,117000.0,1055,0,1,-0.2604261363636364,0.47675824
4729,168,5,5,5,1,1,1,1,1,0,0,55,57000.0,1745,0,1,-0.2535838150289017,0.02387318
4730,168,10,7,10,0,1,1,1,1,0,0,67,59000.0,42,0,1,-0.06537482319660537,0.14022651
4731,168,0,3,0,0,1,1,1,0,0,1,68,57000.0,1542,0,0,-0.3802974504249292,0.44036707
4732,168,10,7,10,0,1,1,1,1,0,0,71,52000.0,1814,0,1,-0.04463726884779517,0.16231677
4733,168,0,3,0,0,1,1,1,0,0,1,50,85000.0,741,0,1,-0.4192307692307692,0.6983013
4734,168,5,5,5,1,1,1,1,1,0,0,118,65405.0,741,0,0,0.18639363241678727,0.09101951
4735,168,7,7,3,1,1,1,1,0,1,0,36,71000.0,1458,0,1,-0.19102601156069365,0.340468
4736,168,20,10,5,1,1,0,0,0,1,0,20,49000.0,1545,1,0,-0.1683806818181818,0.10041699
4737,168,5,5,5,1,1,1,1,1,0,0,88,67000.0,1467,0,1,-1.1670662905500706,0.13207081
4738,168,0,3,0,0,1,1,1,0,0,1,56,67000.0,1677,1,0,-0.04846694796061885,0.47050452
4739,168,10,5,10,1,1,1,1,1,0,0,42,50000.0,1184,0,1,3.1007690100430416,0.31723285
4740,168,7,7,3,1,1,1,1,0,1,0,52,107000.0,1751,1,0,-0.05551079136690648,0.21512488
4741,168,7,7,3,1,1,1,1,0,1,0,27,59000.0,828,0,1,0.2798840048840049,0.28575346
