,offer_type,offer_id,person,time,difficulty,duration,reward,web,email,mobile,social,bogo,discount,informational,age,income,member_date_int,F,M,typical_spending_m1,num_offers,spending_during_offer
4552,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,c7b1c663f55f405d9acb0dd1099530b0,0,7,7,3,1,1,1,1,0,1,0,45,48000.0,1757,1,0,0.015428571428571429,2,0.0
4556,informational,3f207df678b143eea3cee63160fa8bed,1b5ba45f9979429b8eb0454c46724a75,0,0,4,0,1,1,1,0,0,0,1,118,65405.0,741,0,0,0.031331403762662816,4,0.0
4561,informational,5a8bc65990b245e5a138643cd4eb9837,25e43e5144f8494b9e77c1ee72459b7d,0,0,3,0,0,1,1,1,0,0,1,118,65405.0,963,0,0,0.033586497890295365,1,1.88
4563,discount,fafdcd668e3743c1bb461111dcafc2a4,0215efe5136d4a038cb81eae92d59368,0,10,10,2,1,1,1,1,0,1,0,58,64000.0,840,1,0,1.0848126801152738,2,14.43
4572,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,d9952c05f5e045b5ae01147bf905bb51,0,7,7,3,1,1,1,1,0,1,0,118,65405.0,1528,0,0,0.017001414427157,1,0.0
4573,discount,fafdcd668e3743c1bb461111dcafc2a4,daaebe2720eb40b2a87a36748872eee3,0,10,10,2,1,1,1,1,0,1,0,47,59000.0,1685,0,1,0.04779829545454546,1,0.0
4584,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,672871c78e154a02a2b1a8d055010aa2,0,7,7,3,1,1,1,1,0,1,0,56,99000.0,1513,1,0,0.08568599717114568,1,0.0
4590,bogo,f19421c1d4aa40978ebb69ca19b0e20d,de6d949f1af74cd9b7176543a579a61d,0,5,5,5,1,1,1,1,1,0,0,118,65405.0,1555,0,0,0.025297532656023226,3,0.0
4600,discount,0b1e1539f2cc45b7b9fa7c272da2e1d7,f490e04e9dbd4bb186712a61b0ef41bc,0,20,10,5,1,1,0,0,0,1,0,54,51000.0,1671,1,0,0.04403409090909091,1,0.0
4604,discount,fafdcd668e3743c1bb461111dcafc2a4,54bb578eff2946808f0ac8c33f641883,0,10,10,2,1,1,1,1,0,1,0,51,42000.0,1357,1,0,0.2392613636363637,1,9.8
4610,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,67150b0ac62b4762b327de7242ede92e,0,5,7,5,1,1,1,0,1,0,0,45,37000.0,1252,0,0,0.3441893830703013,2,0.0
4613,bogo,ae264e3637204a6fb9bb56bc8210ddfd,0ba55f2ffeef4c70b34e1838ee36f920,0,10,7,10,0,1,1,1,1,0,0,23,31000.0,1633,0,1,0.009556509298998568,3,0.0
4617,informational,5a8bc65990b245e5a138643cd4eb9837,888c4bee1cb5473a975e73150c6b40e1,0,0,3,0,0,1,1,1,0,0,1,61,37000.0,1695,1,0,0.016175637393767706,2,0.0
4619,bogo,ae264e3637204a6fb9bb56bc8210ddfd,80bccfe5f7124a2992fb35426a84ab50,0,10,7,10,0,1,1,1,1,0,0,48,63000.0,1615,1,0,0.06679355783308932,4,0.0
4635,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,260f7d2ea4c146fca9760a1c54e8ecd4,0,10,5,10,1,1,1,1,1,0,0,66,75000.0,971,0,1,0.10630681818181817,2,0.0
4639,informational,3f207df678b143eea3cee63160fa8bed,390a4aa6b19a42d7b90a877529fc3cbf,0,0,4,0,1,1,1,0,0,0,1,42,69000.0,1498,0,1,0.2445467625899281,3,0.0
4641,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,535966e0a95d45389d4b8e935723b046,0,10,5,10,1,1,1,1,1,0,0,78,53000.0,1752,0,1,0.09403133903133903,2,0.0
4643,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,00b18b535d6d4f779dea4dc9ac451478,0,7,7,3,1,1,1,1,0,1,0,72,102000.0,1348,0,1,0.195095168374817,4,0.0
4650,discount,fafdcd668e3743c1bb461111dcafc2a4,3b9dc2695b804e1a86b17ec6576965bd,0,10,10,2,1,1,1,1,0,1,0,118,65405.0,1027,0,0,0.03810616929698708,2,0.0
4654,bogo,ae264e3637204a6fb9bb56bc8210ddfd,52d78eee53b94efe8dcb58c9ca3afce5,0,10,7,10,0,1,1,1,1,0,0,118,65405.0,1251,0,0,0.009702970297029705,1,1.08
4655,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,0e75eea1fe5d40dd822e9f311738400e,0,5,7,5,1,1,1,0,1,0,0,55,81000.0,979,0,1,0.24978354978354986,3,0.0
4665,bogo,ae264e3637204a6fb9bb56bc8210ddfd,e685472e5137400db362c80bc216a915,0,10,7,10,0,1,1,1,1,0,0,90,99000.0,1443,1,0,0.5186944045911047,2,0.0
4666,bogo,ae264e3637204a6fb9bb56bc8210ddfd,ce2b7be82b7b4d8fa9b4dee977103651,0,10,7,10,0,1,1,1,1,0,0,48,79000.0,1704,0,1,0.1240148148148148,5,0.0
4668,discount,fafdcd668e3743c1bb461111dcafc2a4,436e0674e0094943aef62cfcfdb9d3c3,0,10,10,2,1,1,1,1,0,1,0,59,48000.0,1253,0,1,0.2307954545454545,1,7.8
4674,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,6b098efe833b45e49590ec30f64dabe0,0,5,7,5,1,1,1,0,1,0,0,118,65405.0,1781,0,0,0.011649928263988524,3,0.0
4676,bogo,ae264e3637204a6fb9bb56bc8210ddfd,3971f0bafa78424ea2361204747cb108,0,10,7,10,0,1,1,1,1,0,0,53,53000.0,136,0,1,0.06320402298850575,3,0.0
4682,discount,fafdcd668e3743c1bb461111dcafc2a4,9b62e142191d426bb5a47773311d4101,0,10,10,2,1,1,1,1,0,1,0,55,86000.0,1095,1,0,0.2903409090909091,1,0.0
4687,bogo,f19421c1d4aa40978ebb69ca19b0e20d,20f2e89032764c0cb8212ae268f324bf,0,5,5,5,1,1,1,1,1,0,0,43,88000.0,1757,0,1,0.05764957264957265,2,0.0
4688,discount,2906b810c7d4411798c6938adc9daaa5,4a652d9f45234df1b94aeddc46c66c77,0,10,7,2,1,1,1,0,0,1,0,83,70000.0,884,0,1,0.29746054519368725,2,19.46
4692,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,2546722a0e4c47c4a7133bd185b3c6c9,0,7,7,3,1,1,1,1,0,1,0,58,99000.0,927,1,0,0.4123620933521925,1,0.0
4693,bogo,f19421c1d4aa40978ebb69ca19b0e20d,4501daafe01e4311b657ffa87aa69e0d,0,5,5,5,1,1,1,1,1,0,0,74,50000.0,1743,0,1,0.02310296191819464,1,0.0
4698,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,787d7fac9488408b99bc4be662ae2655,0,7,7,3,1,1,1,1,0,1,0,48,85000.0,1132,1,0,0.2796413199426112,2,45.09
4699,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,89d303af649a4e679955cd25733977c4,0,7,7,3,1,1,1,1,0,1,0,58,88000.0,1169,1,0,0.2994261119081779,3,0.0
4701,discount,0b1e1539f2cc45b7b9fa7c272da2e1d7,c9044e16606e462b87985518a0b048b6,0,20,10,5,1,1,0,0,0,1,0,59,85000.0,853,0,1,0.6112278106508876,5,0.0
4706,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,5a5b3673afd1461a947a4b5deaaefd1c,0,7,7,3,1,1,1,1,0,1,0,74,100000.0,1591,1,0,0.1264992826398852,3,0.0
4710,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,cca9c05376d54bceaab7d63838866435,0,7,7,3,1,1,1,1,0,1,0,58,87000.0,1653,0,1,0.09630834512022632,1,0.0
4714,informational,5a8bc65990b245e5a138643cd4eb9837,39947a0397b94f40a25767c32babfc88,0,0,3,0,0,1,1,1,0,0,1,51,34000.0,1817,1,0,0.016784702549575068,2,0.0
4715,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,0b38476159e746b58c10c4090c69fe65,0,7,7,3,1,1,1,1,0,1,0,67,82000.0,1277,1,0,0.4801697312588402,1,0.0
4723,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,de4c5385c3bc4575bbd780e38ab4d300,0,10,5,10,1,1,1,1,1,0,0,75,86000.0,1478,1,0,0.4714306358381503,4,0.0
4730,informational,5a8bc65990b245e5a138643cd4eb9837,da990329776f4c0ab73d0a277dde9a0a,0,0,3,0,0,1,1,1,0,0,1,58,57000.0,1372,0,1,0.12464135021097048,1,0.0
4734,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,be248a405efe444ca315aeea99c47d6a,0,7,7,3,1,1,1,1,0,1,0,90,34000.0,1584,0,1,0.014710042432814709,1,0.0
4736,informational,5a8bc65990b245e5a138643cd4eb9837,8d8eae1054a84ecd9ec8879fbc0858f9,0,0,3,0,0,1,1,1,0,0,1,56,79000.0,1250,1,0,0.12522111269614836,2,19.01
4741,bogo,ae264e3637204a6fb9bb56bc8210ddfd,f496c159664c42dca6fff0c428ef5973,0,10,7,10,0,1,1,1,1,0,0,75,85000.0,1065,0,1,0.2820930232558139,4,0.0
4743,discount,0b1e1539f2cc45b7b9fa7c272da2e1d7,dfd63a4ddd254fc8a6b840e371298d71,0,20,10,5,1,1,0,0,0,1,0,51,90000.0,1678,1,0,0.10224963715529754,3,0.0
4756,bogo,ae264e3637204a6fb9bb56bc8210ddfd,a1af149c0dc24d33844c26ae85e643b9,0,10,7,10,0,1,1,1,1,0,0,32,41000.0,154,1,0,0.1187878787878788,3,0.28
4757,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,f91bfc9355c045258102072672118367,0,7,7,3,1,1,1,1,0,1,0,55,52000.0,995,1,0,0.12644978783592645,1,0.0
4766,bogo,ae264e3637204a6fb9bb56bc8210ddfd,292117548f3e4adebb5b5f896e479f13,0,10,7,10,0,1,1,1,1,0,0,66,46000.0,1727,0,1,0.010728571428571428,2,11.46
4768,discount,fafdcd668e3743c1bb461111dcafc2a4,a2581535c17747378c5c34d3a5775e88,0,10,10,2,1,1,1,1,0,1,0,37,40000.0,1551,1,0,0.008972895863052782,2,0.0
4779,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,d8848c510f444abf93ace41343c29878,0,10,5,10,1,1,1,1,1,0,0,50,93000.0,1072,1,0,0.2872976878612717,3,0.0
4782,informational,5a8bc65990b245e5a138643cd4eb9837,83fdc79d9f0b418585987414dcdab348,0,0,3,0,0,1,1,1,0,0,1,62,76000.0,1433,0,1,0.2630099857346648,2,0.0
4786,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,30478a4c1e884a63a822aa87b833ed7a,0,7,7,3,1,1,1,1,0,1,0,73,74000.0,1594,1,0,0.11676427525622254,5,0.0
4787,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,b209f58bcf7e458e889ce5842b8a5e9b,0,5,7,5,1,1,1,0,1,0,0,118,65405.0,579,0,0,0.020297029702970298,1,1.09
4792,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,d5dc6ef114ba4aa69b091e6131a99f9b,0,7,7,3,1,1,1,1,0,1,0,74,85000.0,1576,1,0,0.2516407355021217,1,0.0
4805,informational,3f207df678b143eea3cee63160fa8bed,506f28f5c45245b9baacf69e35e42cf6,0,0,4,0,1,1,1,0,0,0,1,118,65405.0,1757,0,0,0.006042253521126761,1,0.0
4808,bogo,ae264e3637204a6fb9bb56bc8210ddfd,db23badcb0e64c0eb193721a727a446f,0,10,7,10,0,1,1,1,1,0,0,48,85000.0,906,1,0,0.4819142857142858,2,0.0
4811,informational,3f207df678b143eea3cee63160fa8bed,ecb591a8efae462c9f24f5a36aa4a541,0,0,4,0,1,1,1,0,0,0,1,118,65405.0,1611,0,0,0.014035346097201766,5,0.0
4812,bogo,ae264e3637204a6fb9bb56bc8210ddfd,39d1621259f34cbd971d7633e89b8d92,0,10,7,10,0,1,1,1,1,0,0,47,45000.0,1549,0,1,0.015601131541725603,1,0.0
4813,bogo,f19421c1d4aa40978ebb69ca19b0e20d,25b6b459f09a4f93841faabcb78a24e5,0,5,5,5,1,1,1,1,1,0,0,61,57000.0,64,0,1,0.08915373765867418,1,0.0
4814,discount,fafdcd668e3743c1bb461111dcafc2a4,2a06fdb4f40749cb8830973a99e9672a,0,10,10,2,1,1,1,1,0,1,0,118,65405.0,814,0,0,0.06937499999999999,1,1.03
4819,informational,5a8bc65990b245e5a138643cd4eb9837,ac0ba442fade4e9eb587feb5e408de99,0,0,3,0,0,1,1,1,0,0,1,118,65405.0,1347,0,0,0.027209985315712188,5,0.0
4823,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,6c4a514015c94ac689f7f58251463827,0,7,7,3,1,1,1,1,0,1,0,94,80000.0,1773,0,1,0.11683823529411765,4,0.0
4833,informational,5a8bc65990b245e5a138643cd4eb9837,b669b308d4fa4bff837d68d86a78e6b1,0,0,3,0,0,1,1,1,0,0,1,58,76000.0,1439,0,1,0.06765536723163841,2,0.0
4835,bogo,f19421c1d4aa40978ebb69ca19b0e20d,5e60c6aa3b834e44b822ea43a3efea26,0,5,5,5,1,1,1,1,1,0,0,59,55000.0,479,0,1,0.13710982658959536,4,2.66
4837,discount,fafdcd668e3743c1bb461111dcafc2a4,f007c1392ef749c5b245ffb3cd5e6e35,0,10,10,2,1,1,1,1,0,1,0,53,75000.0,932,0,1,0.5159971305595409,2,0.0
4841,discount,2906b810c7d4411798c6938adc9daaa5,ab530a4ad78d491aad5ba506b45d35f7,0,10,7,2,1,1,1,0,0,1,0,118,65405.0,1716,0,0,0.027737752161383286,3,0.0
4843,informational,5a8bc65990b245e5a138643cd4eb9837,0561e602225b441aac45ff6e5bb74037,0,0,3,0,0,1,1,1,0,0,1,57,31000.0,1655,1,0,0.3255414908579466,1,0.0
4845,discount,fafdcd668e3743c1bb461111dcafc2a4,e4a3ed93b6a54f5cb3b50da3435e0ae1,0,10,10,2,1,1,1,1,0,1,0,51,53000.0,1473,0,1,0.03316761363636364,1,0.0
4847,bogo,f19421c1d4aa40978ebb69ca19b0e20d,0f4a68826e204f45be2a1103dcc5b014,0,5,5,5,1,1,1,1,1,0,0,30,59000.0,1409,0,1,0.3562680115273775,3,16.29
4848,bogo,f19421c1d4aa40978ebb69ca19b0e20d,eac8836953ef4c78bcca69583c21fb87,0,5,5,5,1,1,1,1,1,0,0,65,60000.0,1738,0,1,0.8766149506346967,1,0.0
4849,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,f16fff5bc49e4d26be12f72c1aa7ae85,0,10,5,10,1,1,1,1,1,0,0,54,109000.0,1533,1,0,0.10995768688293373,1,0.0
4857,bogo,ae264e3637204a6fb9bb56bc8210ddfd,4e7cc49365484bdcb17cef7b9bf6476b,0,10,7,10,0,1,1,1,1,0,0,39,73000.0,1699,0,1,0.008429985855728428,1,0.0
4860,bogo,f19421c1d4aa40978ebb69ca19b0e20d,f2c52d3d820c466aa70b414bf1b5510f,0,5,5,5,1,1,1,1,1,0,0,92,57000.0,1092,1,0,0.17328550932568149,3,0.0
4865,discount,fafdcd668e3743c1bb461111dcafc2a4,e3325dbf54de4e3f805d856ec918b757,0,10,10,2,1,1,1,1,0,1,0,35,33000.0,1448,0,1,0.18701601164483264,3,0.0
4872,discount,fafdcd668e3743c1bb461111dcafc2a4,fa567c0ddb454659a45e923ec08c4d3a,0,10,10,2,1,1,1,1,0,1,0,45,33000.0,1815,0,1,0.019512195121951226,2,0.0
4874,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,bdcbab43c2f34ca2a6ae2251a27ff6a4,0,7,7,3,1,1,1,1,0,1,0,49,70000.0,281,0,1,0.15707317073170732,2,5.18
4875,discount,0b1e1539f2cc45b7b9fa7c272da2e1d7,1561efceb87d412c904fd89698118fd5,0,20,10,5,1,1,0,0,0,1,0,70,94000.0,1185,1,0,0.18940579710144928,3,0.0
4878,discount,fafdcd668e3743c1bb461111dcafc2a4,fd90af4b9b784b268efa9d349a762491,0,10,10,2,1,1,1,1,0,1,0,30,64000.0,1768,0,1,0.2721602288984263,2,0.0
4886,discount,fafdcd668e3743c1bb461111dcafc2a4,f5787b03240b4ac5964d921c0b808482,0,10,10,2,1,1,1,1,0,1,0,54,44000.0,1615,0,1,0.043110795454545464,1,0.0
4889,discount,0b1e1539f2cc45b7b9fa7c272da2e1d7,037334c596b849cc8f8004e4e663b005,0,20,10,5,1,1,0,0,0,1,0,118,65405.0,1379,0,0,0.033918722786647315,3,0.0
4900,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,93d68b70f23c41d9b8aabd8922b0ed1b,0,10,5,10,1,1,1,1,1,0,0,76,70000.0,1284,0,1,0.14567375886524822,2,0.0
4913,bogo,ae264e3637204a6fb9bb56bc8210ddfd,1bfcd756898445fbb1cf02cbe082b89e,0,10,7,10,0,1,1,1,1,0,0,32,32000.0,1458,0,1,0.2462898550724637,3,0.0
4914,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,ac45ea89ce2a4cbbac7ec267c9226482,0,7,7,3,1,1,1,1,0,1,0,81,71000.0,993,1,0,0.27401721664275464,2,0.0
4915,discount,2906b810c7d4411798c6938adc9daaa5,a75203da0a9b45dc968320ae331272c4,0,10,7,2,1,1,1,0,0,1,0,45,87000.0,763,1,0,0.2921951219512195,2,0.0
4917,informational,5a8bc65990b245e5a138643cd4eb9837,84ea71fb031940868ed5fbe70fc67edd,0,0,3,0,0,1,1,1,0,0,1,75,49000.0,1602,0,1,0.02031383737517832,2,0.0
4922,bogo,ae264e3637204a6fb9bb56bc8210ddfd,2c69dce992ea45a583a47b0f25386bab,0,10,7,10,0,1,1,1,1,0,0,47,69000.0,1176,0,1,0.11096069868995634,4,0.0
4924,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,8548baf4011c4e8b848d19cbe4010cfa,0,7,7,3,1,1,1,1,0,1,0,118,65405.0,969,0,0,0.016106194690265488,5,0.06
4927,informational,5a8bc65990b245e5a138643cd4eb9837,1cbc184a0c1e4bb2b42ef19f6bd0d031,0,0,3,0,0,1,1,1,0,0,1,50,88000.0,180,0,1,0.2963994374120957,1,0.0
4928,bogo,f19421c1d4aa40978ebb69ca19b0e20d,4c1ecfb16fab40e49431f48f9d0d3fbf,0,5,5,5,1,1,1,1,1,0,0,118,65405.0,968,0,0,0.0429901269393512,1,0.0
4934,discount,fafdcd668e3743c1bb461111dcafc2a4,a8ba3395a9bd426aa931f4ffdc75ddce,0,10,10,2,1,1,1,1,0,1,0,59,93000.0,1589,0,1,0.0982678311499272,3,0.0
4936,bogo,f19421c1d4aa40978ebb69ca19b0e20d,744a1660071c48f2bb2d1d1d2fe162cf,0,5,5,5,1,1,1,1,1,0,0,28,67000.0,1591,0,1,0.03050775740479549,1,0.0
4938,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,ca7bb6b5974c44c0a6de4cc8c1c53cd8,0,10,5,10,1,1,1,1,1,0,0,40,65000.0,133,0,1,0.26301994301994297,2,0.0
4941,informational,5a8bc65990b245e5a138643cd4eb9837,6ea211a1598745da8b477684e619fad2,0,0,3,0,0,1,1,1,0,0,1,55,85000.0,1323,0,1,0.2470182841068917,1,0.0
4951,bogo,f19421c1d4aa40978ebb69ca19b0e20d,7c258d18115d4641a3a18c14db7cd1c1,0,5,5,5,1,1,1,1,1,0,0,47,40000.0,1541,1,0,0.08388888888888887,2,0.0
4954,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,2951d232091740aba36fffbe039f36ca,0,7,7,3,1,1,1,1,0,1,0,45,40000.0,923,1,0,0.060594059405940585,1,0.0
4955,bogo,ae264e3637204a6fb9bb56bc8210ddfd,94f30e79709c4986b42a5a210c2bac4e,0,10,7,10,0,1,1,1,1,0,0,81,53000.0,795,1,0,0.042786421499292786,1,3.29
4965,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,9ac56967925a4c33bd7a256a140ca46e,0,10,5,10,1,1,1,1,1,0,0,76,70000.0,218,0,1,0.09019746121297603,1,0.0
4973,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,55811043f42641c592b33636df6ce68f,0,7,7,3,1,1,1,1,0,1,0,118,65405.0,1562,0,0,0.033019943019943016,2,0.0
4974,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,27af52d345d4495fa34cf88ae428e768,0,10,5,10,1,1,1,1,1,0,0,61,61000.0,1468,1,0,0.04915820029027576,4,0.0
4978,discount,fafdcd668e3743c1bb461111dcafc2a4,af1447ec7d6b4fef9998a831aedd3102,0,10,10,2,1,1,1,1,0,1,0,76,65000.0,1738,1,0,0.020446685878962537,2,1.27
4989,discount,0b1e1539f2cc45b7b9fa7c272da2e1d7,5c2a03a9d03145cc9bf953faa2c51fc1,0,20,10,5,1,1,0,0,0,1,0,56,118000.0,1246,1,0,0.36005763688760795,2,23.38
4992,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,f17b345f640d4b2aa68329b81a6139a3,0,10,5,10,1,1,1,1,1,0,0,118,65405.0,1485,0,0,0.0013540197461212975,1,0.0
4995,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,b838fca43cb64974b252dda18a6f767a,0,10,5,10,1,1,1,1,1,0,0,87,97000.0,1585,1,0,0.14680911680911685,2,0.0
4998,discount,fafdcd668e3743c1bb461111dcafc2a4,52eb99f0838e4d69b3a33cdfd899f5a6,0,10,10,2,1,1,1,1,0,1,0,53,96000.0,777,1,0,0.3459801136363637,1,34.73
4999,discount,2906b810c7d4411798c6938adc9daaa5,b50988649f544a49837147fab2865fc9,0,10,7,2,1,1,1,0,0,1,0,57,74000.0,1167,0,1,0.40617142857142857,2,13.88
5006,informational,5a8bc65990b245e5a138643cd4eb9837,2423ad34c87244f9a6dba4f1d139531f,0,0,3,0,0,1,1,1,0,0,1,29,38000.0,1373,0,1,0.19188920454545447,2,0.0
5008,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,b0ba73d05a4f4224952ea044958252b1,0,7,7,3,1,1,1,1,0,1,0,53,67000.0,1561,0,1,0.28715925394548064,2,24.67
5028,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,cda8ba00df9e49c3a3a5d318ee4ce9e0,0,5,7,5,1,1,1,0,1,0,0,118,65405.0,898,0,0,0.0278,3,0.0
5031,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,40bbc83401e74e71ace9e09af32c516e,0,10,5,10,1,1,1,1,1,0,0,49,47000.0,808,0,1,0.2751424501424501,2,11.09
5035,informational,5a8bc65990b245e5a138643cd4eb9837,a5eb8d8f9d90410fa3971ba125926072,0,0,3,0,0,1,1,1,0,0,1,66,62000.0,1631,1,0,0.22219796215429405,4,0.0
5045,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,de7b9f9bf7da44c1a540895e1f875189,0,10,5,10,1,1,1,1,1,0,0,118,65405.0,926,0,0,0.011283497884344145,1,0.0
5047,bogo,f19421c1d4aa40978ebb69ca19b0e20d,3bfb10e9ca4f4e6292425d16c0c1cff3,0,5,5,5,1,1,1,1,1,0,0,118,65405.0,1133,0,0,0.03639716312056738,2,5.85
5048,bogo,f19421c1d4aa40978ebb69ca19b0e20d,14cc83b46cfa444daf2782492648db5a,0,5,5,5,1,1,1,1,1,0,0,79,47000.0,824,0,1,0.06799145299145297,2,0.0
5049,discount,fafdcd668e3743c1bb461111dcafc2a4,d5783bc35544463ea658fec3ba5077df,0,10,10,2,1,1,1,1,0,1,0,41,60000.0,1684,0,1,0.08245588235294117,4,0.0
5052,discount,fafdcd668e3743c1bb461111dcafc2a4,8f640d43c9724dd5979461559671a541,0,10,10,2,1,1,1,1,0,1,0,66,71000.0,1088,0,1,0.2636079545454545,1,15.65
5060,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,701f5a2770694eff9d3863d73d5402f8,0,7,7,3,1,1,1,1,0,1,0,74,75000.0,1237,1,0,0.3421499292786422,1,0.0
5064,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,fd91690fcf5b477aa5b5bdedb238e907,0,10,5,10,1,1,1,1,1,0,0,69,74000.0,1571,1,0,0.06197424892703862,2,0.0
5068,informational,5a8bc65990b245e5a138643cd4eb9837,7d2f4592e232437d92e875ba21c03bc4,0,0,3,0,0,1,1,1,0,0,1,59,98000.0,1225,1,0,0.17371308016877635,1,0.0
5069,bogo,ae264e3637204a6fb9bb56bc8210ddfd,e6c2258206e042bda5c9cdf888ed1aa0,0,10,7,10,0,1,1,1,1,0,0,77,34000.0,1496,1,0,0.0493019943019943,2,0.0
5070,bogo,f19421c1d4aa40978ebb69ca19b0e20d,95d6656ab3d74c309ba5cd64099aadfd,0,5,5,5,1,1,1,1,1,0,0,42,54000.0,1743,0,1,0.10805359661495063,1,21.02
5072,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,2a0e53dc299749af9cb7aa1f56036ec7,0,7,7,3,1,1,1,1,0,1,0,71,57000.0,1212,0,1,0.2629360465116279,4,0.0
5075,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,fb99c38cdceb4f92bf004f4c3e95fff4,0,5,7,5,1,1,1,0,1,0,0,75,42000.0,1670,0,1,0.02172661870503597,3,0.0
5076,informational,5a8bc65990b245e5a138643cd4eb9837,b3ba57dfc2d740f5807da2b270e96825,0,0,3,0,0,1,1,1,0,0,1,22,68000.0,1470,0,1,0.003124108416547789,2,0.0
5077,discount,fafdcd668e3743c1bb461111dcafc2a4,a6173195564d4c7ba641bc441b28c4f0,0,10,10,2,1,1,1,1,0,1,0,25,46000.0,1544,1,0,0.015553977272727275,1,0.0
5080,discount,2906b810c7d4411798c6938adc9daaa5,2efcae731db8472cbac17b3bea07a808,0,10,7,2,1,1,1,0,0,1,0,68,78000.0,1246,0,1,0.44468613138686136,4,0.0
5083,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,7172905d28774ee196a599a883065be5,0,7,7,3,1,1,1,1,0,1,0,36,55000.0,1647,0,1,0.045128205128205125,2,0.0
5086,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,bfb8f100ec7b4028ad70d28f74765b7e,0,5,7,5,1,1,1,0,1,0,0,64,45000.0,1785,0,1,0.11268292682926828,2,0.0
5088,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,ec894ba87ade4d5d8a980e0b51c7fcd0,0,5,7,5,1,1,1,0,1,0,0,38,55000.0,1061,1,0,0.2886918604651163,4,0.0
5091,informational,5a8bc65990b245e5a138643cd4eb9837,13f95724ed4042aaa8953e8ed5d073c9,0,0,3,0,0,1,1,1,0,0,1,18,43000.0,818,1,0,0.16668073136427566,1,0.0
5098,bogo,f19421c1d4aa40978ebb69ca19b0e20d,ca4684ba54b546fd89c653f56b320a26,0,5,5,5,1,1,1,1,1,0,0,48,74000.0,760,0,1,0.2207338129496403,3,0.0
5105,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,8dbfa485249f409aa223a2130f40634a,0,10,5,10,1,1,1,1,1,0,0,63,48000.0,842,0,1,0.1078420310296192,1,0.0
5111,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,45cd1a36dae04428a949857ede724b06,0,7,7,3,1,1,1,1,0,1,0,52,62000.0,1251,0,1,0.10188571428571427,2,0.0
5113,discount,fafdcd668e3743c1bb461111dcafc2a4,ede45209d2ec4d8896efabdb430ae2ef,0,10,10,2,1,1,1,1,0,1,0,45,63000.0,1710,0,1,0.04410511363636363,1,0.0
5114,informational,5a8bc65990b245e5a138643cd4eb9837,e6cd4bec9abe432086770f43dd1918d0,0,0,3,0,0,1,1,1,0,0,1,61,52000.0,1484,0,1,0.016732954545454547,2,0.0
5125,bogo,f19421c1d4aa40978ebb69ca19b0e20d,b5fb84897743419ca7b14a35e0101d27,0,5,5,5,1,1,1,1,1,0,0,41,59000.0,1819,1,0,0.09148148148148147,2,0.0
